Author,Comment Posted,Content,Like
Dee,1 month ago,I'll let Pacquiao decide when he retires an old Manny shouldn't have taken the fight with 11 days after training to fight Spence. Manny threw way more punches and faster. Ugas defense was effective and he took away Manny's legs in the early rounds. And still was fast. I bet Manny wants to go out different than this,
M D,1 month ago,MANNYS PEOPLE WONT TELL HIM THE TRUTH!,
Ben Law,1 month ago,"Manny needs to retire , he has proven himself in the ring for years ....he doesn't need to get hurt....he is so beloved in his home country ,the Philippines.....retire and run for president of the Philippines, with his popularity and beloved there ,he should win.....",
Keith Jackson,1 month ago,Skip is a joke,
darkside requiem,1 month ago,"...to tell all of you the truth, manny rose from POVERTY and punches his way to WEALTH...BUT STILL KNOWS HOW TO SHOW COMPASSION IN HIS FELLOW COUNTRYMEN in the PHILIPPINES..ask ur selves..WHAT DID YOU DO FOR YOUR OWN COUNTRY?",
boxingspecialist40,1 month ago,So why are they still asking Floyd Mayweather to fight.. they said manni has nothing to prove.. what does Mayweather have to prove???,
J C,1 month ago,This was a money grab for his country. That's why he wanted  Spence for a bigger bag..,
Stephen N.,1 month ago,Skip really said he had it 115-113 for Manny. This guy is really blind or brain dead,4
Andrew Mark Lin Lee,1 month ago (edited),wait make who disappear. wow..low blow 01:26mark,
Jay G,1 month ago,Not surprised ......Manny don't get up for nobodys.....bradley horn now ugas....,
james peters,1 month ago,Pac out never had defense he just got out class I did not hear no one say that when he beat Keith Thurman you didn't realize you're getting that ring you're ready to fight and pack out always making up excuses when he lose especially when he loses against a black person,
AA BB,1 month ago,"dude, we just love how he fight. His a true fighter. Unlike, chicken fighers. Hit and run",1
Ttgi400LuhJai,1 month ago,this who was post to be spence and crawford,
josel sulta,1 month ago,"Overtrained or age or time catching up with him? Whatever it may be people were for him because they wanted to see him defying and hopefully (on the side or as an aside, opposition to use of this word [hopefully] as  sentence adverb has supposedly waned with 89% approving comparable use as of 2012) prevailing, albeit temporarily or for now, over Father Time. He put up a noble and gallant stand. Till the next one. (JRZ)",
William Mendes,1 month ago,"Where are all the idiots who were talking about Spence faking an injury, he would've really did permanent damage to Pacquiao!",
Tobi A.,1 month ago,Hopefully he doesn’t make you disappear,
Brandon Garcia,1 month ago,I'd like to see Pacquiao do one more. Take an easy fight and walk away with a win.,
i2 Co-defendant,1 month ago (edited),"Manny been getting knocked around ever since he got off the  Enhancement drugs, Good fighter though",16
Lawrence Pryor Bey,1 month ago,The only reason he's not satisfied is because he lost to a superior boxer that he couldn't hit.  Maybe if he would have taken the Olympic style test 5 yrs before   then Maybe who would have been satisfied.  Ugones got lucky that he wasn't juiced up like he was for Thurman,
bushido gang (War),1 month ago,"It is better for manny to hang it up got nothing more to prove at this point, it's the  end of and era go home and spend time with the family",
addison james,1 month ago,go away manny its over go be the president please!!,
Envy D,1 month ago,"If manny fights a technical fighter he often losses. Manny likes fighter who would come forward. Manny’s game plan is not for this fight it was for Spence. So I don’t know why he took this fight. I noticed also his legs were not there, Manny couldn’t move like what he did with Thurman…… ",
Sklouchechi,1 month ago,"Remember Pacquiao had only 2 weeks to prep for this matchup. Pacquiao had months to prep for a person who wasn't even going to fight lmao. He can still fight, I'd go for the rematch but proper training camp for him this time.",2
Kevin Cooper,1 month ago,It goes to show you the John Skip Bayless he don't know anything about boxing John Skip Bayless sound like a fool Tom Brady Pacquiao play different sports.👍👍,
Telly Tucker,1 month ago,Ugas hit manny in the body and took his legs. Go back look at fight he was hitting manny hard to the gut. Manny was a 3 to 1 favorite with his age now don’t use it as an excuse when he lost. That Cuban beat manny at his game and out boxed manny. Pac man does what he’s always done beat people with activity throw a lot of punches and miss a lot but get credit for punches thrown period. He got beat up the other night and so did ugas but he was tagging manny. The body shots took his legs,
SOLARVERSE 1,1 month ago,"IT'S A WRAP FOR MANNY, IF HE KEEPS FIGHTING HE EILL BE SERIOUSLY HURT. MANNY IS 42, COMING OFF A WIN OVER THURMAN, COMING OFF SHOULDER SURGERY AND PEOPLE GOT OVERLY EXCITED LIKE HE WAS IN HIS PRIME.. IT'S OVER. 1",
Trigon 101,1 month ago,A Warrior's Heart,
Kevin Bowman,1 month ago,Pac still got fast hands but Ugas defense was special....he earn that..💯🇨🇺,2
NAVY SQUAD,1 month ago,"I hate skip when he mock bron, but loved him for spoiling pacman ☺️🙏🏻",
Kevin Roy,1 month ago,Mismatch.,
Felix Romero,1 month ago,Manny should fight at 140,
Michael Turner,1 month ago,"You can't compare what Manny does to what Brady does, boxing is much more violent than playing quarterback.",1
Bryant Fluker,1 month ago,Skip won’t be happy until Manny really gets hurt In that ring. Manny’s done enough. He can retire gracefully.,1
Lisa von der Heiden,1 month ago,"How come Latinos are rooting against Ugas?   Oh, silly me... Ugas is a black Latino.",
Buddah Facts,1 month ago,Manny done Just stop now,
Demetrius Wood,1 month ago,Ugas is better than we thought,
Rubin Turner,1 month ago,manny looked 42. which makes you wonder how he kicked thurman's ass. ugas didn't even hit him with the kitchen sink. he used a double jab all night. kept pac from flurries he usually throws and overwhelms his opponents. now any opponent he faces will use that same strategy to beat pacquiao. spence jr. would've destroyed the man we saw saturday night. seriously,
Van Smoken,1 month ago,Manny didn’t want to do drug testing against Floyd,2
Vlogging Is My Hobby,1 month ago,"Las Vegas must give a Credit to  Manny Pacquiao. Because of him all people around the Globe bring lots of Money to Las Vegas bcoz of Manny Pacquiao. The Boxing World is Shining & Glistering Bcoz of Him. 
But Now it would never been the same again without Manny Pacquiao.😔",
FoodIsLife,1 month ago,"Damn, all these Mayweather fanboys in the comment section hating hard on Pacquiao. 😂😂😂",1
Holy Trinity,1 month ago,chill out leshannon ugas is nice 5yrs ago h dnt get him outta there now maybe 8 9yrs ago,
Chris Blakemore,1 month ago,Sometimes y’all forget manny is great but only fought a few fighters as big as ugas,
Vince Cordero,1 month ago,Great in Boxing but he is entering in to an area he was just gifted because of his popularity in the Philippines. He is pushing it too hard in non boxing area particularly in politics and that is where the Filipinos are starting to dislike him. He is making hims self looks like a headless man.,
Mike Hunt,1 month ago,"I don’t think it was him getting older, he prepared for months for Errol Spence, the opponent changed. Simple.",
flymingo the fittest,1 month ago,Pac hasn't been good since he had to take that test to fight Mayweather,1
Cesar Tolentino,1 month ago,He dont have any chance winning as president.,
pinas basketball,1 month ago,Hey skip Manny has a cramps that night don't fooling your self that's why he cannot move side to side unlike to Thurman fight..,
OB LOVE,1 month ago,Stop Comparing These Chumps To THE GREATEST EVER FLOYD MAYWEATHER✅,
Lord Burlap,1 month ago,Time won on all judges scorecards......it always does.,
Holy Trinity,1 month ago,shit i say he ducked floyd not scared but u refused the test but 5yrs later u take it....since the accusations he never ran through another opponent either...soooo i mean wat is a person to think? but dnt matter they both were old and whos the one still fighting,
lance garrison,1 month ago,He’s not even a legit 8 division champ,
Jeff,1 month ago,"Manny's old, tight legs, not as quick, no defense, and his power is gone. It's time to retire. He's a legend nevertheless. Let the new school guys take over before you get seriously hurt. It's their time now.",
moabite sounds,1 month ago,FATHER TIME IS UNDEFEATED!!!!,1
Madara Uichiha,1 month ago,Wtf President in the 🇵🇭 hell no. He doesn’t need to be a president to make a difference or change in the 🇵🇭 . Just saying,
Armi,1 month ago,Mismatched! Ugaslooked like a giant to me.,
Eric raiders,1 month ago,The Jeff horn was a robbery,
Ernest Gago,1 month ago,"I love how the narrative is always been about how Manny this and manny that as far as excuses. Barely I’ve seen or heard about people giving due credit to Ugas. 

Now with that being said if that were Spence, then all these excuses all these so called “experts” are making would be totally different. Namely, not taking away from Spence’s victory but adding how it was expected and that Manny is one of the greatest (which he is) all this and that. However, the truth is different. Therefore all this rain of excuses keeps on going and tarnishing Ugas victory. ",
Grayline Odell,1 month ago,That wasn’t manny that was just a filipino man.,
jwil757,1 month ago,Manny can’t go out like that….Beat a bum then call it quits!,
Vchema 76,1 month ago,Skip still belives Manny beat Floyd.  SMH,7
mitchell chua,1 month ago,hahahhhaa win? gudluck....lol,
Post Tramatiq,1 month ago,"People act like Manny turned 42 a day before the fight. Age wasn't a factor, he just got his ass whooped.",
NESGTorro,1 month ago,And y’all was sayin he better than Floyd knock it off 😴😴,
fambam04 ocsalon,1 month ago,Mostly ugas study how Manny Pacquiao boxing 🥊 strategies since ugas still young. manny is already 20 yrs  in boxing industry. Respect to Manny Pacquiao and he is pride of the Philippines.,
